model,folder,instance_id,source,system_messages,user_messages,assistant_messages,tool_messages,other_messages,other_roles,total_messages,api_calls,cost
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-12708,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-12708/django__django-12708.traj.json,1,1,56,60,1,"{""exit"": 1}",119,56,1.4776419999999995
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-12713,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-12713/django__django-12713.traj.json,1,1,14,15,1,"{""exit"": 1}",32,14,0.22236324999999998
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-12741,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-12741/django__django-12741.traj.json,1,1,15,20,1,"{""exit"": 1}",38,15,0.23261524999999997
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-12754,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-12754/django__django-12754.traj.json,1,1,38,43,1,"{""exit"": 1}",84,38,0.97913025
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-12774,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-12774/django__django-12774.traj.json,1,1,30,35,1,"{""exit"": 1}",68,30,0.5436235000000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-12858,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-12858/django__django-12858.traj.json,1,1,30,35,1,"{""exit"": 1}",68,30,0.5211742500000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-12965,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-12965/django__django-12965.traj.json,1,1,58,67,1,"{""exit"": 1}",128,58,1.6671077500000002
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13012,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13012/django__django-13012.traj.json,1,1,31,32,1,"{""exit"": 1}",66,31,0.5400895
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13023,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13023/django__django-13023.traj.json,1,1,24,26,1,"{""exit"": 1}",53,24,0.35879725
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13028,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13028/django__django-13028.traj.json,1,1,20,21,1,"{""exit"": 1}",44,20,0.34109349999999994
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13033,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13033/django__django-13033.traj.json,1,1,36,38,1,"{""exit"": 1}",77,36,0.8710625
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13089,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13089/django__django-13089.traj.json,1,1,19,24,1,"{""exit"": 1}",46,19,0.3178607500000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13109,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13109/django__django-13109.traj.json,1,1,33,38,1,"{""exit"": 1}",74,33,0.502982
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13112,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13112/django__django-13112.traj.json,1,1,56,79,1,"{""exit"": 1}",138,56,1.6776604999999996
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13121,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13121/django__django-13121.traj.json,1,1,45,56,1,"{""exit"": 1}",104,45,0.8594707500000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13128,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13128/django__django-13128.traj.json,1,1,27,27,1,"{""exit"": 1}",57,27,0.50296525
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13158,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13158/django__django-13158.traj.json,1,1,36,43,1,"{""exit"": 1}",82,36,0.6857517499999999
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13195,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13195/django__django-13195.traj.json,1,1,26,30,1,"{""exit"": 1}",59,26,0.56714975
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13212,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13212/django__django-13212.traj.json,1,1,36,41,1,"{""exit"": 1}",80,36,1.15413075
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13279,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13279/django__django-13279.traj.json,1,1,30,33,1,"{""exit"": 1}",66,30,0.70047575
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13297,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13297/django__django-13297.traj.json,1,1,48,57,1,"{""exit"": 1}",108,48,1.23396125
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13315,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13315/django__django-13315.traj.json,1,1,44,50,1,"{""exit"": 1}",97,44,1.0666642499999994
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13343,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13343/django__django-13343.traj.json,1,1,27,28,1,"{""exit"": 1}",58,27,0.4964152500000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13344,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13344/django__django-13344.traj.json,1,1,72,76,1,"{""exit"": 1}",151,72,3.021320250000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13346,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13346/django__django-13346.traj.json,1,1,27,31,1,"{""exit"": 1}",61,27,0.6813569999999999
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13363,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13363/django__django-13363.traj.json,1,1,19,19,1,"{""exit"": 1}",41,19,0.28853650000000003
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13401,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13401/django__django-13401.traj.json,1,1,21,22,1,"{""exit"": 1}",46,21,0.3804965
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13406,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13406/django__django-13406.traj.json,1,1,38,44,1,"{""exit"": 1}",85,38,0.9120190000000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13410,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13410/django__django-13410.traj.json,1,1,11,10,1,"{""exit"": 1}",24,11,0.19207625
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13417,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13417/django__django-13417.traj.json,1,1,28,33,1,"{""exit"": 1}",64,28,0.614945
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13449,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13449/django__django-13449.traj.json,1,1,44,52,1,"{""exit"": 1}",99,44,1.2079714999999998
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13512,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13512/django__django-13512.traj.json,1,1,21,23,1,"{""exit"": 1}",47,21,0.28552475
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13513,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13513/django__django-13513.traj.json,1,1,34,50,1,"{""exit"": 1}",87,34,0.6887842499999999
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13516,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13516/django__django-13516.traj.json,1,1,26,28,1,"{""exit"": 1}",57,26,0.40773925
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13551,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13551/django__django-13551.traj.json,1,1,27,27,1,"{""exit"": 1}",57,27,0.538651
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13568,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13568/django__django-13568.traj.json,1,1,24,25,1,"{""exit"": 1}",52,24,0.5703002500000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13569,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13569/django__django-13569.traj.json,1,1,44,54,1,"{""exit"": 1}",101,44,1.0321310000000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13590,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13590/django__django-13590.traj.json,1,1,29,30,1,"{""exit"": 1}",62,29,0.51475225
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13658,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13658/django__django-13658.traj.json,1,1,17,17,1,"{""exit"": 1}",37,17,0.24174974999999999
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13670,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13670/django__django-13670.traj.json,1,1,21,21,1,"{""exit"": 1}",45,21,0.34572224999999995
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13741,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13741/django__django-13741.traj.json,1,1,27,29,1,"{""exit"": 1}",59,27,0.4745040000000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13786,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13786/django__django-13786.traj.json,1,1,24,26,1,"{""exit"": 1}",53,24,0.4137897500000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13794,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13794/django__django-13794.traj.json,1,1,38,40,1,"{""exit"": 1}",81,38,0.6389697499999999
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13807,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13807/django__django-13807.traj.json,1,1,24,27,1,"{""exit"": 1}",54,24,0.47070325
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13809,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13809/django__django-13809.traj.json,1,1,26,33,1,"{""exit"": 1}",62,26,0.6103257500000001
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13810,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13810/django__django-13810.traj.json,1,1,46,47,1,"{""exit"": 1}",96,46,1.51998675
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13820,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13820/django__django-13820.traj.json,1,1,17,17,1,"{""exit"": 1}",37,17,0.412154
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13821,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13821/django__django-13821.traj.json,1,1,17,26,1,"{""exit"": 1}",46,17,0.32969450000000006
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13837,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13837/django__django-13837.traj.json,1,1,23,25,1,"{""exit"": 1}",51,23,0.58137125
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13925,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13925/django__django-13925.traj.json,1,1,41,45,1,"{""exit"": 1}",89,41,1.11031425
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13933,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13933/django__django-13933.traj.json,1,1,24,24,1,"{""exit"": 1}",51,24,0.4599442499999999
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-13964,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-13964/django__django-13964.traj.json,1,1,47,50,1,"{""exit"": 1}",100,47,1.25228325
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14007,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14007/django__django-14007.traj.json,1,1,45,48,1,"{""exit"": 1}",96,45,1.07047275
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14011,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14011/django__django-14011.traj.json,1,1,21,27,1,"{""exit"": 1}",51,21,0.5217315
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14017,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14017/django__django-14017.traj.json,1,1,34,36,1,"{""exit"": 1}",73,34,0.7762682499999999
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14034,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14034/django__django-14034.traj.json,1,1,44,44,1,"{""exit"": 1}",91,44,1.5663232499999997
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14053,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14053/django__django-14053.traj.json,1,1,28,36,1,"{""exit"": 1}",67,28,0.7950679999999999
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14089,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14089/django__django-14089.traj.json,1,1,12,12,1,"{""exit"": 1}",27,12,0.18404124999999996
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14122,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14122/django__django-14122.traj.json,1,1,36,41,1,"{""exit"": 1}",80,36,0.8715297500000002
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14140,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14140/django__django-14140.traj.json,1,1,19,21,1,"{""exit"": 1}",43,19,0.42718675
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14155,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14155/django__django-14155.traj.json,1,1,27,27,1,"{""exit"": 1}",57,27,0.45588425000000016
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14170,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14170/django__django-14170.traj.json,1,1,34,36,1,"{""exit"": 1}",73,34,0.7355740000000003
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14238,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14238/django__django-14238.traj.json,1,1,22,23,1,"{""exit"": 1}",48,22,0.40105899999999994
Claude 4.5 Opus high reasoning,20260217_mini-v2.0.0_claude-4-5-opus-high,django__django-14311,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_claude-4-5-opus-high/trajs/django__django-14311/django__django-14311.traj.json,1,1,24,33,1,"{""exit"": 1}",60,24,0.51949275
